source,target,weight
drug delivery,journal of translational medicine,1
drug delivery,journal of ultrasound in medicine,1
drug delivery,journal of virology,1
drug delivery,langmuir,1
drug delivery,mechanisms of development,1
drug delivery,microbiology and molecular biology reviews,1
drug delivery,mmwr morbidity and mortality weekly report,1
drug delivery,molecular and cellular probes,1
drug delivery,molecular cell,1
drug delivery,molecular therapy,1
drug delivery,mrs proceedings,1
drug delivery,nano letters,1
annals of the new york academy of sciences,j exp child psychol,1
annals of the new york academy of sciences,j exp anal behav,1
annals of the new york academy of sciences,j evol biol,1
drug delivery,nature genetics,1
drug delivery,nature materials,1
drug des devel ther,j med chem,1
annals of the new york academy of sciences,j dent,1
drug and chemical toxicology,journal of the american chemical society,1
drug design development and therapy,human genetics,1
drug design development and therapy,gynecological endocrinology,1
drug design development and therapy,headache,1
annals of the new york academy of sciences,j chem anat,1
annals of the new york academy of sciences,j cereb blood flow metab,1
drug design development and therapy,health technology assessment,1
drug design development and therapy,heart rhythm,1
drug design development and therapy,hormone research,1
drug design development and therapy,hormones  cancer,1
drug design development and therapy,hum reprod update,1
drug design development and therapy,human fertility,1
drug design development and therapy,human heredity,1
drug design development and therapy,grantome,1
annals of the new york academy of sciences,j cell biol,1
drug design development and therapy,human reproduction,1
drug design development and therapy,ieee transactions on ultrasonics ferroelectrics and frequency control,1
drug design development and therapy,immunity,1
drug design development and therapy,immunology today,1
drug design development and therapy,in vivo,1
annals of the new york academy of sciences,j cell biochem,1
drug design development and therapy,indian journal of endocrinology and metabolism,1
drug design development and therapy,indian journal of pathology  microbiology,1
drug design development and therapy,indian journal of urology,1
drug design development and therapy,growth hormone  igf research,1
drug design development and therapy,gerontology,1
drug design development and therapy,int j cancer,1
drug design development and therapy,expert reviews in molecular medicine,1
annals of the new york academy of sciences,j chem soc chem commun,1
drug design development and therapy,expert opin pharmacother,1
drug design development and therapy,expert opinion on drug delivery,1
annals of the new york academy of sciences,j chem eng data,1
annals of the new york academy of sciences,j chem educ,1
drug design development and therapy,expert opinion on therapeutic targets,1
drug design development and therapy,expert review of anticancer therapy,1
drug design development and therapy,expert review of clinical immunology,1
drug design development and therapy,expert review of neurotherapeutics,1
drug design development and therapy,expert review of respiratory medicine,1
drug design development and therapy,family practice,1
drug design development and therapy,genome biology and evolution,1
drug design development and therapy,fems microbiology letters,1
drug design development and therapy,folia histochemica et cytobiologica,1
drug design development and therapy,food chemistry,1
drug design development and therapy,forensic science international,1
drug design development and therapy,fortune,1
drug design development and therapy,frontiers in pharmacology,1
drug design development and therapy,gastroenterology,1
drug design development and therapy,gastroenterology  hepatology,1
