Title,page_title
Energy cost of running,long-distance running
"Fossils, molecules, divergence times, and the origin of lissamphibians",salamander
Description of new dinosaurian reptiles,ceratops
Toward brain correlates of natural behavior:fMRI during violent video games,infidelity
The Tripeptide feG Regulates the Production of Intracellular Reactive Oxygen Species by Neutrophils,immune-selective anti-inflammatory derivative
Explaining the fine tuning of the universe to us and the fine tuning of us to the universe,fine-tuned universe
Diversifying Selection in Plant Breeding,plant breeding
Bile pigments as HIV-1 protease inhibitors and their effects on HIV-1 viral maturation and infectivity in vitro,biliverdin
"Am I still a virgin?"": What counts as sex in 20 years of Seventeen",non-penetrative sex
Academic Medical Centers' Standards for Clinical-Trial Agreements with Industry,funding of science
"The final instar exuvium of Pycna semiclara Germar, 1834 (Hemiptera: Cicadidae)",pycna semiclara
"An exceptional specimen of Cimexomys judithae (Mammalia: Multituberculata) from the Campanian Two Medicine Formation of Montana, and the phylogenetic status of Cimexomys",magnuviator
Proles sine matre creata: The Promethean Urge in the History of the Human Body in the West,homunculus
"[www.sicb.org/dl/saawok/449.pdf ""Understanding nature\u2014form and function""] Page 485",fish fin
Detection of inosine in messenger RNA by inosine-specific cleavage,epitranscriptomic sequencing
Texture filling-in and texture segregation revealed by transient masking,filling-in
The evolution of feeding adaptations of the aquatic sloth Thalassocnus\n,great american interchange
The role of the pedunculopontine region in basal-ganglia mechanisms of akinesia. Exp,primate basal ganglia
Controversies in dermatology: One-Hundred Fifty English Words and Expressions in Dermatology That Present Difficulties or Pitfalls for Translation Into Spanish,neologism
"A quantitative dietary study of the critically endangered Gilbert's potoroo, Potorous gilbertii",gilbert's potoroo
The echidna manifests typical characteristics of rapid eye movement sleep,short-beaked echidna
Squeezing long-term supports out of a short-term program: Independence issues and supported employment,supported employment
Learning about HIV/AIDS in Uganda: Digital resources and language learner identities,kitengesa community library
Radiocarbon Constraints on the age of the maximum advance of the British-Irish Ice Sheet in the Celtic Sea,irish sea glacier
Effects of sorption on the biodegradation of 2-methylpyridine in aqueous suspensions of reference clay minerals,microbial biodegradation
"Coseismic Uplift of Holocene Marine Terraces in the Pakarae River Area, Eastern North Island, New Zealand",raised beach
Resonating circadian clocks enhance fitness in cyanobacteria,carl h. johnson
"Ueber die zum Funken\xfcbergang in Luft, Wasserstoff und Kohlens\xe4ure bei verschiedenen Drucken erforderliche Potentialdifferenz",paschen's law
Les Tendances Actuelles de la Phytosociologie,phytosociology
Darwin's mistake: Explaining the discontinuity between human and nonhuman minds,cognitive specialization
Tautology in evolution and ecology,history of ecology
Amir Khusro and Indian Riddle Tradition,riddles of amir khusrow
Thyroid axis sustaining hypothesis of posttraumatic stress disorder,effects of stress on memory
Current Status and Future Potential of Transdermal Drug Delivery,human skin
fMRI evidence of 'mirror' responses to geometric shapes,cecilia heyes
When nonsense sounds happy or helpless: The Implicit Positive and Negative Affect Test (IPANAT),affect (psychology)
"Prophetic Traditions and Modern Medicine in the Middle East: Resurrection, Reinterpretation, and Reconstruction",prophetic medicine
Milk thistle,silybum
Fractal potentials from energy level,wu–sprung potential
New aspergilli from soil,aspergillus sparsus
"Diel patterns of fanning activity, egg respiration, and the nocturnal behavior of male three spined sticklebacks, Gasterosteus aculeatus L. (f. trachurus)",hypoxia in fish
Nested Learning Systems for the Thinking Curriculum,teacher leadership
Early forest soils and their role in Devonian global change,gregory retallack
Historical Presidential Betting Markets,prediction market
The mathematics anxiety rating scale: Psychometric data,mathematical anxiety
"Fortbewegungsweise, Schwimmbiophysik und Phylogenie der Ichthyosaurier",ichthyosaur
"Airways, respiration, and respiratory sinus arrhythmia during picture viewing",disgust
"The Human Microbiome Project, Personalized Medicine and the Birth of Pharmacomicrobiomics",pharmacomicrobiomics
What Happened to Burger's Daughter or How South African Censorship Works by Nadine Gordimer,what happened to burger's daughter or how south african censorship works
The role of Mg in the crystallisation of monohydrocalcite,monohydrocalcite
"The Cha\xf1ares (Argentina) Triassic reptile fauna. An early ornithosuchid pseudosuchian, Gracilisuchus stipanicicorum, gen. et sp. nov",1972 in paleontology
Aluminum and silica in drinking water and the risk of Alzheimer's disease or cognitive decline: findings from 15-year follow-up of the PAQUID cohort,paquid cohort
Determining mutation rates in bacterial populations,luria–delbrück experiment
Organische Funktionsschichten in Polymerelektronik und Polymersolarzellen,printed electronics
Scaling theory and the nature of measurement,level of measurement
Managers Attitudes towards safety and accident prevention,safety culture
"Postcranium of the paradigm elasmosaurid plesiosaurian Libonectes morgani (Welles, 1949)",elasmosaurus
Electronic structure of graphene tubules based on C_{60},mitsutaka fujita
Description of Campylobacter upsaliensis sp. nov. Previously Known as the CNW Group,campylobacter upsaliensis
High-coherence semiconductor lasers based on integral high-Q resonators in hybrid Si/III-V platforms,laser linewidth
Moral enhancement,moral enhancement
"Odontode morphology and skin surface features of Andean astroblepid catfishes (Siluriformes, Astroblepidae)",astroblepus
"Why Combustions Are Always Exothermic, Yielding About 418 kJ per Mole of O2",energy
The selective proteasome inhibitors lactacystin and epoxomicin can be used to either up- or down-regulate antigen presentation at nontoxic doses,epoxomicin
"2.6-Million-year-old stone tools and associated bones from OGS-6 and OGS-7, Gona, Afar, Ethiopia",lower paleolithic
Polarity and Temporality of High-Resolution Y-Chromosome Distributions in India Identify Both Indigenous and Exogenous Expansions and Reveal Minor Genetic Influence of Central Asian Pastoralists,haplogroup q-m242
Use of bifemelane hydrochloride in improving and maintaining the visual field of patients with glaucoma,bifemelane
Laptop computers and multimedia and presentation software: Their effects on student achievement in anatomy and physiology,media multitasking
Entrance into prostitution,feminist views on prostitution
"Recent Highlights in Electrophilic Fluorination with 1-Chloromethyl-4-Fluoro-1,4-Diazoniabicyclo[2.2.2]Octane Bis(Tetrafluoroborate)",selectfluor
Selenium(IV) Oxychloride,selenium oxydichloride
"All changed, changed utterly",conscience
Factors affecting inundative releases of Trichogramma minutum Ril. against the spruce budworm,choristoneura fumiferana
Weaving the fabric of social interaction: Articulating developmental psychology and cognitive neuroscience in the domain of motor cognition,common coding theory
A functional theory of exceptions,monad (functional programming)
Raman's prize,c. v. raman
Coping Planning: A patient- and strengths-focused approach to suicide prevention training,suicide prevention
Life reflection: A social-cognitive analysis of life review,narrative identity
The Population Shuffle in the Central Illinois Valley: A Diachronic Model of Mississippian Biocultural Interactions,dickson mounds
Ultrasonic spray deposition for production of organic solar cells,transparent conducting film
Comparing morphologies of drainage basins on Mars and Earth using integral-geometry and neural maps,groundwater sapping
The Hardy\u2013Weinberg law,hardy–weinberg principle
The Gulf of Mexico is a Jurassic back-arc Basin,gulf of mexico
Hypoxia tolerance of the mummichog: the role of access to the water surface,mummichog
Infectious disease. Siberia's deadly stalker emerges from the shadows.,viliuisk encephalomyelitis
Spatial Attention Modulates Center-Surround Interactions in Macaque Visual Area V4,surround suppression
School counseling site supervisor training: A web-based approach,school counselor
Inhibition of Akt/mTOR signaling by the dietary flavonoid fisetin,fisetin
"A Critique of Deep Ecology, Part I.",deep ecology
John G. Lindberg and the discovery of exfoliation syndrome,john g. lindberg
Dialogical Approaches to Struggles Over Recognition and Distribution,social movement
The astronomical significance of the large Carnac menhirs,alexander thom
Family Syrphidae. A Catalogue of the Diptera of the Americas South of the United States,habromyia
The carcasses of the mammoth and rhinoceros found in the frozen ground of Siberia,woolly mammoth
"Financialisation, financial development, and investment. Evidence from European non-financial corporations.",financialization
Polynorbornene by Co\xf6rdination Polymerization,olefin metathesis
Exploring the microfoundations of group consciousness,groupthink
Catalog of recent and fossil turrids (Mollusca: Gastropoda),mitromorpha substriata
Catalog of recent and fossil turrids (Mollusca: Gastropoda),monilispira monilifera
Catalog of recent and fossil turrids (Mollusca: Gastropoda),oenopota okudai
Catalog of recent and fossil turrids (Mollusca: Gastropoda),paraborsonia
Catalog of recent and fossil turrids (Mollusca: Gastropoda),pilsbryspira monilis
Catalog of recent and fossil turrids (Mollusca: Gastropoda),propebela popovia
Catalog of recent and fossil turrids (Mollusca: Gastropoda),pyrgocythara scammoni
Catalog of recent and fossil turrids (Mollusca: Gastropoda),carinodrillia dariena
Catalog of recent and fossil turrids (Mollusca: Gastropoda),miraclathurella bicanalifera
The Eric Millar Bequest to the Department of Manuscripts,d. h. turner
Effect of ice sheet growth and melting on the slip evolution of thrust faults,ice age
"100% Renewable energy systems, climate mitigation and economic growth",100% renewable energy
"The safety climate and its relationship to safety practices, safety of the work environment and occupational accidents in eight wood-processing companies",safety culture
Integrin-\u03b1v\u03b23 Targeted Radioimmunotherapy of Glioblastoma Multiforme,anand veeravagu
GIS-based hydrogeochemical analysis tools (QUIMET),piper diagram
Evidence for substantial genetic risk for psychopathy in 7\u2010year\u2010olds,essi viding
Can migrants do it faster? Accelerated molt of Baird's Sparrows and further insights into southwestern molting grounds,baird's sparrow
"A new azhdarchid pterosaur from the Late Cretaceous of the Transylvanian Basin, Romania: Implications for azhdarchid diversity and distribution",gareth j. dyke
"Too much computer and internet use are bad for you, especially if you are young and poor: Results from the 2001 Brazilian SAEB",media multitasking
"Tolerance and intolerance: Children's and adolescents' judgments of dissenting beliefs, speech, persons, and conduct",social emotions
"Achievement goals, motivational self-talk, and academic engagement among Chinese students",internal monologue
