Title,page_title
"Complete sequencing and characterization of 21,243 full-length human cDNAs.",fructosamine-3-kinase
A regulatory role for neurokinin B in placental physiology and pre-eclampsia.,tac3
Multiple species express thiol oxidoreductases related to GILT,ifi30
"Gamma1- and gamma2-syntrophins, two novel dystrophin-binding proteins localized in neuronal cells.",dtnb
Identification and characterization of a novel member of the dystrobrevin gene family.,dtnb
Phosphatidylinositol 3-kinase in interleukin 1 signaling. Physical interaction with the interleukin 1 receptor and requirement in NFkappaB and AP-1 activation.,"interleukin 1 receptor, type i"
Mutations in a polycistronic nuclear gene associated with molybdenum cofactor deficiency,mocs2
Speciation analysis of trace elements in the brains of individuals with Alzheimer's disease with special emphasis on metallothioneins.,metallothionein 1a
The 212A variant of the APJ receptor gene for the endogenous inotrope apelin is associated with slower heart failure progression in idiopathic dilated cardiomyopathy.,apelin receptor
Defining the human deubiquitinating enzyme interaction landscape.,cartilage associated protein
Raltegravir with optimized background therapy for resistant HIV-1 infection,integrase inhibitor
Ligand activation of ELK receptor tyrosine kinase promotes its association with Grb10 and Grb2 in vascular endothelial cells,grb10
A human protein-protein interaction network: a resource for annotating the proteome.,annexin a3
A human protein-protein interaction network: a resource for annotating the proteome.,dusp23
The regulation of HIV-1 transcription: molecular targets for chemotherapeutic intervention.,polr2e
1918 Influenza: the mother of all pandemics,swine influenza
HbSC hemoglobinopathy suspected by chest x-ray and red blood cell morphology,spherocytosis
HLA class II haplotype associations with inflammatory bowel disease in Jewish (Ashkenazi) and non-Jewish caucasian populations,hla-dq5
A complete map of the human ribosomal protein genes: assignment of 80 genes to the cytogenetic map and implications for human disorders,rps4x
"Detection of microcystins, a blue-green algal hepatotoxin, in drinking water sampled in Haimen and Fusui, endemic areas of primary liver cancer in China, by highly sensitive immunoassay",microcystin
Chromosomal Locus That Affects Pathogenicity of Rhodococcus fascians,rhodococcus fascians
Failed lumbar disc surgery and repeat surgery following industrial injuries,failed back syndrome
Epidemiological features of moyamoya disease in Japan: findings from a nationwide survey,moyamoya disease
Investigation of HTR3C mutations for association with 5HT(3) receptor antagonist anti-emetic efficacy.,htr3c
"Comparative genomics reveals 104 candidate structured RNAs from bacteria, archaea, and their metagenomes",glna rna motif
Finger-length ratios and sexual orientation,marc breedlove
Multiple signaling interactions of Abl and Arg kinases with the EphB2 receptor,abl2
The glucocorticoid receptor: coding a diversity of proteins and responses through a single gene.,glucocorticoid receptor
Identification and characterization of over 100 mitochondrial ribosomal protein pseudogenes in the human genome.,mrps12
Identification and characterization of over 100 mitochondrial ribosomal protein pseudogenes in the human genome.,mrps18b
Effects of short-term and long-term treatment with medium- and long-chain triglycerides ketogenic diet on cortical spreading depression in young rats,triheptanoin
Association and colocalization of Eps15 with adaptor protein-2 and clathrin.,"adaptor-related protein complex 2, alpha 1"
The nuclear localization signal of the matrix protein of human immunodeficiency virus type 1 allows the establishment of infection in macrophages and quiescent T lymphocytes.,kpna5
Books: Bestsellers: Top selling fiction and non-fiction titles (week of September 21,daniel levitin
The Girls of 4Minute,4minute
The RABiTS Approach: Using Rolling-Assisted Biaxially Textured Substrates for High-Performance YBCO Superconductors,texture (crystalline)
Long-term follow-up of patients with subacute sclerosing panencephalitis treated with intraventricular alpha-interferon,subacute sclerosing panencephalitis
Localization and Physical Properties Experiments Conducted by Spirit at Gusev Crater,mars exploration rover
"Seismic signature of the Lake Mien impact structure, southern Sweden",mien (lake)
An approach to traditional cures in Ulster,wart
Transformational play as a curricular scaffold: Using videogames to support science education,games and learning
"Origins, practices and future of safety pharmacology",safety pharmacology
Untersuchungen zur Thermodynamik der bioelektrischen Str\xf6me,action potential
The influence of temperature upon ischaemic renal damage,machine perfusion
